loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_mean,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target
7500.0,36.0,10.99,245.51,B,B4,3.0,RENT,51500.0,Source Verified,credit_card,28.73,1.0,677.0,1.0,14.0,0.0,27011.0,70.3,33.0,0
10000.0,60.0,14.99,237.85,C,C4,0.0,MORTGAGE,80000.0,Verified,credit_card,19.04,0.0,672.0,1.0,9.0,1.0,18991.0,47.0,17.0,0
28000.0,60.0,10.99,608.65,B,B3,10.0,MORTGAGE,85000.0,Source Verified,credit_card,22.56,0.0,742.0,0.0,16.0,0.0,51230.0,44.7,28.0,0
19675.0,36.0,15.59,687.74,C,C5,8.0,RENT,74000.0,Source Verified,debt_consolidation,17.89,0.0,702.0,0.0,8.0,0.0,18120.0,50.5,31.0,0
8000.0,36.0,11.99,265.68,C,C1,7.0,MORTGAGE,55000.0,Verified,debt_consolidation,28.69,1.0,667.0,0.0,9.0,0.0,20545.0,72.3,16.0,0
16950.0,36.0,17.57,609.14,D,D4,2.0,MORTGAGE,50000.0,Source Verified,debt_consolidation,38.6,6.0,682.0,0.0,11.0,0.0,21433.0,80.6,29.0,0
5100.0,36.0,12.69,171.08,C,C2,0.0,OWN,100000.0,Not Verified,major_purchase,11.9,0.0,687.0,2.0,4.0,3.0,765.0,43.0,11.0,0
30000.0,60.0,12.42,673.72,B,B4,10.0,MORTGAGE,61680.0,Verified,debt_consolidation,21.15,0.0,737.0,0.0,10.0,0.0,13079.0,27.1,23.0,0
10000.0,36.0,18.75,365.3,D,D3,3.0,RENT,55000.0,Verified,debt_consolidation,5.04,1.0,662.0,0.0,5.0,0.0,3969.0,56.7,23.0,0
9550.0,36.0,14.98,330.97,C,C3,10.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,12.51,0.0,672.0,2.0,9.0,0.0,3760.0,66.0,13.0,0
35000.0,60.0,20.99,946.68,E,E5,9.0,RENT,91000.0,Verified,debt_consolidation,23.42,0.0,707.0,0.0,20.0,0.0,20545.0,48.0,35.0,1
8800.0,36.0,12.85,295.88,B,B4,5.0,RENT,40000.0,Not Verified,debt_consolidation,10.56,0.0,692.0,1.0,10.0,0.0,7558.0,46.7,19.0,1
14500.0,36.0,11.99,481.54,B,B5,7.0,RENT,57200.0,Source Verified,debt_consolidation,11.94,0.0,662.0,1.0,16.0,0.0,17272.0,49.1,26.0,0
15000.0,36.0,13.18,506.72,C,C3,10.0,OWN,75000.0,Verified,debt_consolidation,15.9,0.0,692.0,2.0,15.0,0.0,22392.0,66.8,40.0,0
15875.0,36.0,18.75,579.91,D,D3,10.0,RENT,40000.0,Source Verified,home_improvement,19.65,0.0,667.0,0.0,8.0,1.0,3584.0,56.9,26.0,1
2400.0,36.0,13.67,81.65,C,C3,2.0,RENT,41000.0,Source Verified,other,31.12,0.0,702.0,0.0,13.0,0.0,16118.0,58.6,32.0,0
5000.0,36.0,9.17,159.4,B,B2,2.0,RENT,110000.0,Not Verified,debt_consolidation,14.8,0.0,692.0,0.0,6.0,1.0,6626.0,44.5,10.0,0
8000.0,36.0,6.08,243.67,A,A2,10.0,MORTGAGE,115000.0,Not Verified,debt_consolidation,15.38,0.0,732.0,1.0,37.0,0.0,16706.0,17.1,97.0,0
17975.0,36.0,15.59,628.32,D,D1,9.0,RENT,45000.0,Source Verified,debt_consolidation,13.2,0.0,687.0,1.0,13.0,0.0,15406.0,69.1,18.0,0
5500.0,36.0,10.99,180.04,B,B4,5.0,OWN,61000.0,Not Verified,debt_consolidation,16.49,0.0,667.0,0.0,10.0,0.0,7293.0,45.3,13.0,0
3500.0,36.0,13.99,119.61,C,C3,10.0,OWN,50000.0,Verified,other,32.78,0.0,697.0,0.0,18.0,0.0,32317.0,64.8,28.0,0
8000.0,60.0,13.23,182.97,C,C1,2.0,RENT,45000.0,Source Verified,wedding,15.01,0.0,742.0,2.0,3.0,0.0,228.0,45.6,9.0,0
2000.0,36.0,12.74,67.14,C,C1,0.0,RENT,16000.0,Verified,debt_consolidation,30.46,0.0,667.0,0.0,7.0,0.0,6414.0,76.4,12.0,0
20000.0,36.0,6.99,617.46,A,A2,2.0,MORTGAGE,300000.0,Source Verified,credit_card,9.77,1.0,722.0,1.0,16.0,0.0,17257.0,40.2,26.0,0
12000.0,36.0,12.74,402.83,C,C1,0.0,MORTGAGE,135000.0,Source Verified,credit_card,21.64,3.0,672.0,3.0,15.0,0.0,18678.0,57.6,33.0,0
35000.0,36.0,14.46,1204.06,C,C4,10.0,MORTGAGE,55000.0,Verified,debt_consolidation,60.31,1.0,692.0,1.0,11.0,0.0,38308.0,92.3,25.0,0
20000.0,36.0,10.91,653.93,B,B4,1.0,RENT,125000.0,Source Verified,major_purchase,7.37,0.0,717.0,0.0,15.0,0.0,15633.0,17.7,15.0,0
15000.0,36.0,11.53,494.86,B,B5,2.0,RENT,44000.0,Source Verified,other,15.84,0.0,762.0,1.0,18.0,0.0,10189.0,22.9,34.0,0
10400.0,36.0,14.3,356.97,C,C1,10.0,MORTGAGE,38000.0,Not Verified,debt_consolidation,16.86,0.0,682.0,1.0,13.0,1.0,15011.0,73.9,23.0,0
6500.0,36.0,6.39,198.9,A,A2,5.0,OWN,30000.0,Not Verified,home_improvement,11.36,0.0,752.0,0.0,11.0,0.0,9783.0,20.8,27.0,0
1000.0,36.0,14.46,34.41,C,C4,0.0,RENT,30720.0,Verified,major_purchase,35.7,0.0,682.0,0.0,9.0,1.0,7543.0,57.6,21.0,0
14000.0,36.0,6.89,431.58,A,A3,0.0,RENT,72000.0,Source Verified,debt_consolidation,28.4,1.0,687.0,0.0,12.0,0.0,24560.0,55.4,31.0,0
35000.0,60.0,25.8,1043.78,G,G1,10.0,RENT,109800.0,Verified,debt_consolidation,23.02,0.0,682.0,0.0,9.0,0.0,27371.0,80.5,31.0,0
15000.0,36.0,8.39,472.75,B,B1,8.0,RENT,60000.0,Verified,debt_consolidation,14.22,0.0,667.0,0.0,5.0,0.0,18647.0,100.3,17.0,0
19000.0,36.0,13.99,649.29,C,C3,2.0,RENT,103000.0,Not Verified,debt_consolidation,11.17,0.0,667.0,0.0,9.0,0.0,19043.0,44.0,13.0,0
10000.0,60.0,12.29,223.92,C,C1,5.0,RENT,140000.0,Not Verified,credit_card,16.11,0.0,672.0,0.0,11.0,1.0,8549.0,64.3,15.0,1
10000.0,36.0,8.39,315.17,B,B1,2.0,RENT,103000.0,Not Verified,credit_card,10.94,2.0,687.0,0.0,15.0,0.0,11986.0,33.7,26.0,1
32000.0,60.0,10.42,686.54,B,B3,3.0,MORTGAGE,176000.0,Source Verified,debt_consolidation,7.73,0.0,692.0,1.0,8.0,0.0,13106.0,38.8,14.0,0
7000.0,36.0,11.44,230.64,B,B4,10.0,RENT,22000.0,Source Verified,debt_consolidation,22.94,0.0,732.0,0.0,9.0,0.0,7432.0,35.9,10.0,0
5500.0,36.0,13.33,186.2,C,C3,2.0,RENT,20000.0,Source Verified,credit_card,26.59,0.0,682.0,2.0,8.0,0.0,3740.0,21.6,9.0,0
15000.0,36.0,13.33,507.8,C,C3,2.0,RENT,50000.0,Source Verified,credit_card,26.33,0.0,672.0,1.0,7.0,0.0,13623.0,96.6,7.0,0
12000.0,36.0,12.12,399.26,B,B3,5.0,OWN,106358.0,Not Verified,other,7.35,0.0,697.0,0.0,5.0,0.0,1064.0,18.3,29.0,0
10000.0,36.0,6.24,305.31,A,A2,4.0,OWN,45000.0,Not Verified,home_improvement,4.16,0.0,777.0,0.0,4.0,0.0,4619.0,37.0,11.0,0
20000.0,60.0,12.29,447.83,C,C1,9.0,RENT,70000.0,Not Verified,credit_card,26.6,0.0,667.0,1.0,25.0,0.0,32748.0,47.3,32.0,1
3600.0,36.0,16.29,127.09,D,D2,0.0,RENT,19500.0,Not Verified,moving,21.54,0.0,682.0,0.0,5.0,0.0,4507.0,66.3,14.0,0
12000.0,36.0,11.99,398.52,C,C1,1.0,RENT,45000.0,Source Verified,credit_card,17.74,0.0,667.0,0.0,13.0,0.0,10905.0,56.2,15.0,0
15000.0,60.0,14.99,356.78,C,C4,2.0,MORTGAGE,46000.0,Not Verified,debt_consolidation,9.78,0.0,677.0,1.0,13.0,0.0,876.0,3.1,25.0,1
4000.0,36.0,14.96,138.59,D,D2,1.0,RENT,36000.0,Not Verified,debt_consolidation,4.1,0.0,672.0,0.0,4.0,0.0,2201.0,88.0,4.0,0
18750.0,60.0,24.08,540.28,F,F2,7.0,MORTGAGE,60000.0,Not Verified,debt_consolidation,13.38,1.0,662.0,1.0,8.0,0.0,9132.0,80.8,36.0,0
12000.0,60.0,16.99,298.17,D,D3,1.0,MORTGAGE,25000.0,Source Verified,debt_consolidation,34.28,0.0,677.0,0.0,9.0,0.0,6337.0,66.7,10.0,1
5200.0,36.0,15.61,181.82,D,D1,5.0,RENT,28000.0,Verified,debt_consolidation,9.47,0.0,682.0,3.0,8.0,0.0,5816.0,63.9,9.0,0
30000.0,60.0,13.59,691.69,C,C2,10.0,OWN,82000.0,Verified,house,15.19,0.0,742.0,0.0,6.0,0.0,7826.0,57.1,22.0,0
3600.0,36.0,11.49,118.7,B,B5,3.0,RENT,55000.0,Not Verified,debt_consolidation,23.57,0.0,667.0,0.0,9.0,0.0,4178.0,48.6,30.0,0
35000.0,60.0,24.89,1025.05,F,F4,9.0,OWN,120000.0,Verified,house,12.4,2.0,672.0,1.0,6.0,0.0,17043.0,85.6,15.0,0
3000.0,36.0,11.47,98.89,B,B5,10.0,MORTGAGE,60000.0,Source Verified,vacation,16.08,1.0,677.0,1.0,8.0,0.0,16466.0,55.4,14.0,0
13000.0,36.0,13.58,441.67,C,C2,4.0,OWN,75000.0,Verified,credit_card,32.56,0.0,702.0,0.0,14.0,0.0,16941.0,73.0,30.0,0
11600.0,36.0,6.24,354.16,A,A2,0.0,OWN,100000.0,Not Verified,home_improvement,10.31,0.0,777.0,1.0,7.0,0.0,8816.0,37.8,25.0,0
10000.0,36.0,11.53,329.91,B,B5,0.0,RENT,33000.0,Verified,debt_consolidation,24.87,0.0,672.0,0.0,11.0,0.0,9459.0,51.1,14.0,0
21900.0,36.0,7.39,680.13,A,A4,2.0,RENT,85000.0,Source Verified,debt_consolidation,14.8,0.0,707.0,0.0,10.0,0.0,21175.0,66.4,25.0,0
17000.0,36.0,9.99,548.47,B,B3,2.0,MORTGAGE,93000.0,Source Verified,credit_card,14.9,0.0,712.0,0.0,18.0,1.0,10176.0,61.3,34.0,0
12150.0,60.0,14.46,285.62,C,C4,10.0,MORTGAGE,45000.0,Verified,debt_consolidation,28.45,0.0,692.0,2.0,9.0,0.0,11204.0,50.0,18.0,1
20000.0,36.0,8.9,635.07,A,A5,10.0,MORTGAGE,102000.0,Verified,debt_consolidation,16.56,0.0,737.0,0.0,13.0,0.0,22580.0,61.2,38.0,0
23000.0,36.0,15.05,797.87,C,C4,3.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,18.32,1.0,662.0,0.0,8.0,1.0,3509.0,54.8,18.0,0
6000.0,36.0,12.88,201.82,C,C2,5.0,RENT,55000.0,Source Verified,other,13.31,0.0,662.0,0.0,6.0,0.0,4249.0,63.4,21.0,0
3000.0,36.0,13.99,102.52,C,C3,10.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,32.17,0.0,717.0,0.0,9.0,0.0,8235.0,70.4,12.0,1
5000.0,36.0,11.53,164.96,B,B5,10.0,MORTGAGE,35000.0,Source Verified,credit_card,14.54,0.0,662.0,0.0,5.0,1.0,5278.0,77.6,16.0,0
14400.0,36.0,17.77,518.94,D,D1,10.0,MORTGAGE,57000.0,Verified,debt_consolidation,16.15,0.0,672.0,1.0,9.0,1.0,9621.0,67.8,13.0,0
40000.0,60.0,12.13,892.41,B,B5,3.0,RENT,83000.0,Verified,vacation,5.41,0.0,802.0,1.0,8.0,0.0,2101.0,2.0,8.0,1
25000.0,36.0,8.59,790.24,A,A5,8.0,MORTGAGE,94000.0,Verified,credit_card,17.46,1.0,707.0,0.0,10.0,0.0,27434.0,40.4,19.0,0
16000.0,36.0,7.26,495.94,A,A4,2.0,MORTGAGE,74000.0,Source Verified,credit_card,6.05,0.0,697.0,0.0,9.0,0.0,14659.0,35.9,23.0,0
12000.0,36.0,10.99,392.81,B,B4,1.0,RENT,75000.0,Source Verified,credit_card,12.67,0.0,667.0,2.0,11.0,0.0,30972.0,54.5,12.0,0
22475.0,36.0,14.09,769.13,B,B5,6.0,MORTGAGE,80000.0,Source Verified,debt_consolidation,11.64,0.0,687.0,0.0,11.0,0.0,27509.0,70.2,38.0,0
35000.0,36.0,28.69,1460.81,F,F1,10.0,MORTGAGE,108000.0,Verified,debt_consolidation,16.71,1.0,677.0,2.0,14.0,0.0,39058.0,61.0,33.0,0
8000.0,36.0,8.18,251.36,B,B1,10.0,MORTGAGE,107000.0,Not Verified,home_improvement,20.47,0.0,667.0,0.0,23.0,0.0,29548.0,86.7,36.0,0
10925.0,36.0,17.57,392.62,D,D4,2.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,13.29,0.0,672.0,2.0,28.0,1.0,9153.0,33.0,55.0,1
5600.0,36.0,14.46,192.65,D,D2,1.0,RENT,30000.0,Not Verified,debt_consolidation,16.36,1.0,672.0,1.0,2.0,0.0,0.0,0.0,11.0,1
5000.0,36.0,9.99,161.32,B,B3,0.0,MORTGAGE,55000.0,Verified,major_purchase,31.7,0.0,687.0,0.0,20.0,0.0,22183.0,50.8,30.0,0
15300.0,36.0,5.32,460.76,A,A1,5.0,OWN,69000.0,Not Verified,credit_card,19.83,0.0,712.0,0.0,14.0,0.0,20438.0,38.3,30.0,0
15000.0,60.0,19.99,397.33,E,E1,5.0,MORTGAGE,43000.0,Not Verified,other,9.01,0.0,732.0,0.0,10.0,0.0,11444.0,26.0,11.0,1
5600.0,36.0,12.99,188.66,B,B4,1.0,RENT,25000.0,Verified,debt_consolidation,29.04,0.0,667.0,0.0,16.0,0.0,4270.0,56.9,24.0,0
2325.0,36.0,16.55,82.38,D,D2,10.0,MORTGAGE,45000.0,Source Verified,credit_card,5.39,0.0,707.0,0.0,7.0,0.0,4944.0,58.2,10.0,0
20000.0,36.0,8.39,630.34,A,A5,10.0,MORTGAGE,100000.0,Source Verified,credit_card,17.8,0.0,692.0,1.0,24.0,0.0,56216.0,80.3,38.0,0
20000.0,36.0,9.17,637.58,B,B2,8.0,RENT,80000.0,Source Verified,debt_consolidation,34.1,0.0,697.0,0.0,24.0,0.0,27525.0,70.4,34.0,0
12000.0,60.0,11.99,266.88,B,B5,3.0,RENT,71500.0,Source Verified,debt_consolidation,34.25,1.0,717.0,1.0,15.0,0.0,21234.0,69.7,24.0,1
22000.0,36.0,15.61,769.23,D,D1,10.0,RENT,55000.0,Verified,debt_consolidation,34.56,4.0,677.0,1.0,14.0,0.0,37304.0,96.1,43.0,0
4000.0,36.0,10.75,130.49,B,B4,10.0,RENT,99000.0,Source Verified,other,5.38,0.0,672.0,1.0,9.0,2.0,16608.0,53.3,21.0,0
30000.0,36.0,5.99,912.53,A,A2,6.0,RENT,105000.0,Verified,debt_consolidation,23.84,0.0,787.0,0.0,15.0,0.0,3784.0,7.1,39.0,0
15000.0,36.0,8.59,474.14,A,A5,8.0,RENT,90000.0,Not Verified,debt_consolidation,8.4,1.0,697.0,1.0,6.0,0.0,6077.0,34.1,11.0,0
16000.0,36.0,5.32,481.84,A,A1,10.0,MORTGAGE,80000.0,Source Verified,credit_card,20.0,1.0,722.0,1.0,14.0,0.0,10206.0,23.0,34.0,0
5000.0,36.0,10.15,161.69,B,B2,0.0,RENT,24612.0,Verified,debt_consolidation,25.06,0.0,702.0,1.0,6.0,0.0,4471.0,65.7,20.0,0
10000.0,36.0,7.21,309.74,A,A3,9.0,MORTGAGE,130000.0,Source Verified,home_improvement,9.29,0.0,732.0,1.0,15.0,1.0,2318.0,5.2,33.0,0
30800.0,36.0,19.03,1129.48,D,D3,0.0,RENT,70000.0,Verified,debt_consolidation,30.66,0.0,662.0,0.0,20.0,2.0,29508.0,79.1,26.0,1
6400.0,36.0,16.99,228.15,D,D1,2.0,RENT,75000.0,Source Verified,debt_consolidation,23.34,0.0,737.0,0.0,5.0,0.0,5681.0,67.6,10.0,0
2000.0,36.0,7.97,62.65,A,A5,3.0,RENT,79000.0,Source Verified,home_improvement,22.54,0.0,662.0,1.0,19.0,1.0,16825.0,79.0,40.0,0
5000.0,36.0,5.32,150.58,A,A1,2.0,MORTGAGE,200000.0,Source Verified,home_improvement,9.4,0.0,712.0,0.0,10.0,0.0,13742.0,41.3,21.0,0
20000.0,36.0,15.99,703.05,D,D2,10.0,MORTGAGE,65000.0,Verified,debt_consolidation,20.43,0.0,682.0,0.0,14.0,0.0,32376.0,96.1,19.0,0
12000.0,36.0,13.99,410.08,C,C4,10.0,MORTGAGE,75000.0,Verified,debt_consolidation,18.27,0.0,677.0,3.0,14.0,0.0,15128.0,41.1,34.0,0
14175.0,60.0,12.35,317.83,B,B4,3.0,MORTGAGE,70000.0,Verified,debt_consolidation,18.27,0.0,732.0,1.0,11.0,0.0,12967.0,28.7,22.0,0
8000.0,36.0,8.18,251.36,B,B1,8.0,MORTGAGE,95000.0,Source Verified,home_improvement,11.01,0.0,687.0,0.0,14.0,1.0,7148.0,85.1,25.0,0
5600.0,36.0,8.9,177.82,A,A5,6.0,RENT,33000.0,Not Verified,debt_consolidation,18.84,0.0,762.0,1.0,9.0,0.0,696.0,6.4,10.0,0
18500.0,36.0,5.32,557.13,A,A1,10.0,MORTGAGE,110000.0,Source Verified,credit_card,9.14,0.0,737.0,0.0,13.0,0.0,56631.0,56.3,21.0,0
11100.0,60.0,19.52,291.13,D,D4,10.0,MORTGAGE,32000.0,Source Verified,debt_consolidation,20.33,2.0,697.0,0.0,12.0,0.0,16908.0,45.0,24.0,0
11200.0,60.0,17.86,283.56,D,D5,7.0,RENT,76856.0,Source Verified,debt_consolidation,24.27,0.0,672.0,0.0,11.0,0.0,9207.0,73.7,30.0,0
15000.0,36.0,8.24,471.71,B,B1,1.0,MORTGAGE,85000.0,Source Verified,debt_consolidation,15.09,0.0,677.0,1.0,12.0,4.0,12147.0,35.9,29.0,0
28200.0,36.0,20.31,1052.48,D,D5,5.0,RENT,62886.82,Verified,credit_card,22.17,0.0,702.0,2.0,6.0,0.0,18372.0,83.9,7.0,0
35000.0,36.0,8.18,1099.69,B,B1,0.0,RENT,125000.0,Source Verified,credit_card,12.82,0.0,722.0,0.0,8.0,0.0,48216.0,41.4,25.0,0
12000.0,36.0,18.75,438.36,D,D3,0.0,NONE,40000.0,Verified,credit_card,7.73,3.0,672.0,0.0,7.0,0.0,9945.0,96.6,18.0,1
7000.0,36.0,8.24,220.14,B,B1,8.0,OWN,80000.0,Verified,credit_card,11.96,1.0,667.0,2.0,10.0,0.0,28043.0,69.6,24.0,0
25000.0,36.0,15.31,870.44,C,C4,3.0,RENT,80000.0,Source Verified,credit_card,29.15,0.0,682.0,3.0,45.0,0.0,25468.0,47.1,63.0,0
9600.0,36.0,11.49,316.53,B,B5,6.0,RENT,80000.0,Not Verified,debt_consolidation,6.51,0.0,707.0,2.0,10.0,0.0,12971.0,25.6,22.0,1
14825.0,36.0,17.27,530.55,D,D1,10.0,RENT,30000.0,Verified,small_business,21.76,0.0,672.0,0.0,8.0,0.0,5730.0,78.5,12.0,0
12000.0,36.0,16.02,422.01,C,C5,9.0,RENT,43000.0,Source Verified,debt_consolidation,8.96,0.0,662.0,0.0,4.0,0.0,3443.0,70.3,10.0,0
5000.0,36.0,5.32,150.58,A,A1,6.0,MORTGAGE,40000.0,Source Verified,major_purchase,21.6,0.0,757.0,1.0,15.0,0.0,2697.0,7.4,29.0,0
16000.0,36.0,9.17,510.07,B,B2,1.0,MORTGAGE,123000.0,Source Verified,credit_card,15.52,0.0,682.0,0.0,12.0,0.0,55351.0,93.8,33.0,0
12600.0,36.0,5.32,379.45,A,A1,4.0,OWN,71500.0,Source Verified,debt_consolidation,9.01,0.0,832.0,0.0,15.0,0.0,4007.0,4.4,26.0,0
15000.0,36.0,13.67,510.27,B,B5,0.0,RENT,80000.0,Source Verified,debt_consolidation,21.51,2.0,692.0,0.0,18.0,0.0,22519.0,89.7,32.0,0
2000.0,36.0,16.99,71.3,D,D1,10.0,RENT,30000.0,Source Verified,other,29.84,1.0,717.0,0.0,11.0,0.0,393.0,2.3,36.0,1
6000.0,36.0,10.49,194.99,B,B3,0.0,RENT,65528.0,Verified,credit_card,26.12,0.0,702.0,0.0,13.0,0.0,33318.0,66.5,22.0,0
30000.0,36.0,10.74,978.48,B,B2,2.0,MORTGAGE,105000.0,Verified,credit_card,24.33,0.0,742.0,1.0,11.0,0.0,29301.0,35.5,32.0,0
30000.0,36.0,17.99,1084.43,D,D2,0.0,MORTGAGE,145000.0,Verified,debt_consolidation,27.75,0.0,707.0,0.0,12.0,0.0,76491.0,91.9,19.0,1
18000.0,36.0,15.99,632.74,C,C5,4.0,RENT,41600.0,Source Verified,credit_card,29.23,0.0,672.0,0.0,4.0,0.0,7780.0,97.3,5.0,1
12000.0,36.0,8.24,377.37,B,B1,2.0,OWN,60000.0,Source Verified,debt_consolidation,11.4,0.0,662.0,0.0,10.0,2.0,17477.0,79.8,42.0,0
4800.0,36.0,7.99,150.4,A,A5,0.0,OWN,34000.0,Not Verified,credit_card,20.9,0.0,712.0,0.0,8.0,0.0,5959.0,33.1,11.0,0
7125.0,36.0,15.31,248.08,C,C2,0.0,RENT,35000.0,Source Verified,small_business,28.7,0.0,672.0,0.0,10.0,0.0,8373.0,64.9,11.0,0
2000.0,36.0,19.52,73.84,D,D4,7.0,RENT,85000.0,Not Verified,other,17.27,0.0,712.0,0.0,8.0,0.0,17171.0,85.9,14.0,0
10000.0,60.0,11.53,220.08,B,B5,10.0,MORTGAGE,86000.0,Not Verified,debt_consolidation,12.86,3.0,692.0,0.0,31.0,0.0,21974.0,3.5,59.0,0
5000.0,36.0,12.23,166.63,C,C1,4.0,RENT,52000.0,Source Verified,medical,1.08,0.0,697.0,1.0,4.0,0.0,3492.0,85.2,6.0,0
7000.0,36.0,13.99,239.21,C,C4,8.0,MORTGAGE,70000.0,Not Verified,home_improvement,13.39,0.0,667.0,1.0,9.0,0.0,13651.0,51.0,9.0,0
8000.0,36.0,13.11,269.98,B,B4,10.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,3.6,1.0,692.0,1.0,5.0,0.0,4676.0,64.9,15.0,0
11400.0,36.0,9.17,363.42,B,B2,4.0,RENT,66000.0,Source Verified,debt_consolidation,6.69,0.0,667.0,0.0,7.0,1.0,10458.0,73.0,9.0,0
10000.0,36.0,13.59,339.79,C,C2,2.0,RENT,51480.0,Source Verified,debt_consolidation,10.35,1.0,677.0,1.0,5.0,0.0,1269.0,25.9,15.0,0
10000.0,36.0,9.93,322.35,B,B2,10.0,RENT,52000.0,Source Verified,debt_consolidation,19.51,0.0,687.0,0.0,12.0,0.0,8367.0,38.0,25.0,1
16000.0,60.0,13.99,372.21,C,C3,9.0,OWN,127000.0,Verified,credit_card,24.06,0.0,712.0,0.0,26.0,0.0,23097.0,32.3,33.0,0
6000.0,36.0,12.74,201.42,C,C1,0.0,RENT,25000.0,Source Verified,vacation,8.59,0.0,742.0,1.0,6.0,0.0,5992.0,13.3,7.0,1
6000.0,60.0,13.43,137.85,C,C3,1.0,RENT,36000.0,Not Verified,major_purchase,16.77,0.0,702.0,3.0,12.0,0.0,5858.0,83.7,14.0,0
18000.0,60.0,29.99,582.26,F,F3,6.0,MORTGAGE,125000.0,Source Verified,home_improvement,20.81,0.0,662.0,3.0,20.0,0.0,24040.0,56.4,42.0,0
10000.0,36.0,8.99,317.96,B,B1,1.0,RENT,81000.0,Source Verified,credit_card,13.73,1.0,667.0,0.0,19.0,0.0,6828.0,44.9,51.0,0
10000.0,36.0,26.3,404.51,E,E5,7.0,OWN,51000.0,Source Verified,debt_consolidation,7.23,0.0,682.0,5.0,16.0,1.0,8331.0,38.0,28.0,0
18000.0,36.0,8.18,565.56,B,B1,10.0,OWN,49000.0,Source Verified,debt_consolidation,18.76,0.0,687.0,0.0,8.0,0.0,20258.0,69.6,25.0,0
14000.0,36.0,8.39,441.24,A,A5,0.0,MORTGAGE,76000.0,Verified,debt_consolidation,30.05,0.0,777.0,2.0,13.0,0.0,77058.0,24.1,33.0,0
12000.0,36.0,12.74,402.83,C,C1,7.0,RENT,60000.0,Source Verified,debt_consolidation,6.42,0.0,662.0,0.0,6.0,0.0,11327.0,87.8,10.0,0
9000.0,36.0,12.69,301.91,C,C2,10.0,MORTGAGE,95000.0,Source Verified,debt_consolidation,13.4,4.0,672.0,2.0,12.0,1.0,7066.0,68.0,35.0,0
5000.0,36.0,17.1,178.52,C,C5,7.0,OWN,60000.0,Source Verified,debt_consolidation,11.02,0.0,682.0,3.0,9.0,0.0,6035.0,29.3,30.0,0
2500.0,36.0,18.99,91.63,D,D3,0.0,MORTGAGE,29616.0,Not Verified,other,12.84,1.0,692.0,4.0,13.0,0.0,9788.0,27.3,27.0,1
12000.0,36.0,16.29,423.61,D,D1,10.0,MORTGAGE,70000.0,Verified,debt_consolidation,9.96,1.0,667.0,0.0,9.0,0.0,3472.0,93.8,19.0,0
5025.0,36.0,7.99,157.45,A,A5,7.0,MORTGAGE,86000.0,Verified,credit_card,11.85,0.0,682.0,0.0,11.0,0.0,4994.0,75.7,28.0,0
23500.0,36.0,18.25,852.54,D,D2,5.0,RENT,85000.0,Verified,debt_consolidation,25.02,0.0,682.0,1.0,29.0,0.0,16560.0,47.7,42.0,1
20000.0,60.0,15.61,482.23,C,C5,1.0,RENT,82000.0,Source Verified,credit_card,17.1,0.0,667.0,1.0,31.0,0.0,29416.0,74.7,43.0,0
17000.0,36.0,16.91,605.34,C,C5,1.0,MORTGAGE,57000.0,Source Verified,credit_card,14.63,0.0,672.0,0.0,28.0,0.0,18970.0,77.1,31.0,0
12000.0,36.0,8.67,379.76,B,B1,10.0,OWN,70000.0,Not Verified,credit_card,6.22,1.0,672.0,0.0,8.0,0.0,15263.0,64.9,14.0,0
6025.0,36.0,19.03,220.95,D,D3,5.0,OWN,120000.0,Not Verified,debt_consolidation,9.87,0.0,662.0,1.0,12.0,0.0,10892.0,52.9,25.0,0
17000.0,36.0,10.42,551.91,B,B3,4.0,RENT,45000.0,Not Verified,credit_card,15.76,0.0,712.0,0.0,16.0,0.0,11805.0,39.4,17.0,1
16000.0,36.0,9.17,510.07,B,B2,2.0,MORTGAGE,73000.0,Source Verified,credit_card,13.0,0.0,672.0,0.0,8.0,0.0,20623.0,95.0,14.0,0
14000.0,60.0,12.39,314.19,C,C1,2.0,MORTGAGE,52000.0,Not Verified,debt_consolidation,21.07,0.0,672.0,0.0,13.0,0.0,21179.0,85.7,35.0,0
30000.0,36.0,7.69,935.81,A,A4,4.0,MORTGAGE,200000.0,Source Verified,credit_card,10.3,5.0,687.0,0.0,14.0,0.0,21156.0,81.1,39.0,0
10000.0,36.0,12.69,335.45,C,C2,0.0,RENT,47200.0,Verified,debt_consolidation,21.08,0.0,662.0,0.0,22.0,1.0,10533.0,30.1,50.0,0
16800.0,60.0,17.86,425.34,D,D5,3.0,RENT,90000.0,Verified,other,12.47,0.0,672.0,0.0,7.0,0.0,6714.0,63.3,20.0,0
10000.0,36.0,12.12,332.72,B,B3,10.0,MORTGAGE,38000.0,Verified,debt_consolidation,26.43,0.0,712.0,1.0,13.0,0.0,9046.0,40.9,20.0,0
6500.0,36.0,13.05,219.17,B,B5,10.0,MORTGAGE,50000.0,Verified,debt_consolidation,31.39,0.0,727.0,0.0,15.0,0.0,10419.0,35.0,29.0,0
